Ano,Subprefeitura,Dist_Adm,Populacao
2006,São Miguel Paulista,Vila Jacuí,142402
2007,São Miguel Paulista,Vila Jacuí,142310
2008,São Miguel Paulista,Vila Jacuí,142202
2009,São Miguel Paulista,Vila Jacuí,142145
2010,São Miguel Paulista,Vila Jacuí,142365
2011,São Miguel Paulista,Vila Jacuí,141822
2012,São Miguel Paulista,Vila Jacuí,141316
2013,São Miguel Paulista,Vila Jacuí,140880
2014,São Miguel Paulista,Vila Jacuí,140488
2015,São Miguel Paulista,Vila Jacuí,140105
2016,São Miguel Paulista,Vila Jacuí,139374
2017,São Miguel Paulista,Vila Jacuí,138587
2018,São Miguel Paulista,Vila Jacuí,137917
2019,São Miguel Paulista,Vila Jacuí,137253
2020,São Miguel Paulista,Vila Jacuí,136439
2021,São Miguel Paulista,Vila Jacuí,135258
2022,São Miguel Paulista,Vila Jacuí,134048
2023,São Miguel Paulista,Vila Jacuí,133074
2024,São Miguel Paulista,Vila Jacuí,131912
2000,Lapa,Vila Leopoldina,26874
2001,Lapa,Vila Leopoldina,28033
2002,Lapa,Vila Leopoldina,29202
2003,Lapa,Vila Leopoldina,30436
2004,Lapa,Vila Leopoldina,31704
2005,Lapa,Vila Leopoldina,32966
2006,Lapa,Vila Leopoldina,34260
2007,Lapa,Vila Leopoldina,35573
2008,Lapa,Vila Leopoldina,36898
2009,Lapa,Vila Leopoldina,38222
2010,Lapa,Vila Leopoldina,39360
2011,Lapa,Vila Leopoldina,39974
2012,Lapa,Vila Leopoldina,40678
2013,Lapa,Vila Leopoldina,41404
2014,Lapa,Vila Leopoldina,42164
2015,Lapa,Vila Leopoldina,42951
2016,Lapa,Vila Leopoldina,43639
2017,Lapa,Vila Leopoldina,44310
2018,Lapa,Vila Leopoldina,44976
2019,Lapa,Vila Leopoldina,45617
2020,Lapa,Vila Leopoldina,46131
2021,Lapa,Vila Leopoldina,46504
2022,Lapa,Vila Leopoldina,46961
2023,Lapa,Vila Leopoldina,47392
2024,Lapa,Vila Leopoldina,47815
2000,Vila Maria/Vila Guilherme,Vila Maria,113944
2001,Vila Maria/Vila Guilherme,Vila Maria,114035
2002,Vila Maria/Vila Guilherme,Vila Maria,114128
2003,Vila Maria/Vila Guilherme,Vila Maria,114173
2004,Vila Maria/Vila Guilherme,Vila Maria,114094
2005,Vila Maria/Vila Guilherme,Vila Maria,114062
2006,Vila Maria/Vila Guilherme,Vila Maria,113981
2007,Vila Maria/Vila Guilherme,Vila Maria,113768
2008,Vila Maria/Vila Guilherme,Vila Maria,113558
2009,Vila Maria/Vila Guilherme,Vila Maria,113398
2010,Vila Maria/Vila Guilherme,Vila Maria,113467
2011,Vila Maria/Vila Guilherme,Vila Maria,113174
2012,Vila Maria/Vila Guilherme,Vila Maria,112877
2013,Vila Maria/Vila Guilherme,Vila Maria,112547
2014,Vila Maria/Vila Guilherme,Vila Maria,112206
2015,Vila Maria/Vila Guilherme,Vila Maria,111859
2016,Vila Maria/Vila Guilherme,Vila Maria,111526
2017,Vila Maria/Vila Guilherme,Vila Maria,111163
2018,Vila Maria/Vila Guilherme,Vila Maria,110787
2019,Vila Maria/Vila Guilherme,Vila Maria,110362
2020,Vila Maria/Vila Guilherme,Vila Maria,109841
2021,Vila Maria/Vila Guilherme,Vila Maria,109169
2022,Vila Maria/Vila Guilherme,Vila Maria,108403
2023,Vila Maria/Vila Guilherme,Vila Maria,107669
2024,Vila Maria/Vila Guilherme,Vila Maria,106771
2000,Vila Mariana,Vila Mariana,123788
2001,Vila Mariana,Vila Mariana,124515
2002,Vila Mariana,Vila Mariana,125225
2003,Vila Mariana,Vila Mariana,125900
2004,Vila Mariana,Vila Mariana,126572
2005,Vila Mariana,Vila Mariana,127278
2006,Vila Mariana,Vila Mariana,127975
2007,Vila Mariana,Vila Mariana,128615
2008,Vila Mariana,Vila Mariana,129208
2009,Vila Mariana,Vila Mariana,129832
2010,Vila Mariana,Vila Mariana,130427
2011,Vila Mariana,Vila Mariana,130329
2012,Vila Mariana,Vila Mariana,130282
2013,Vila Mariana,Vila Mariana,130280
2014,Vila Mariana,Vila Mariana,130249
2015,Vila Mariana,Vila Mariana,130165
2016,Vila Mariana,Vila Mariana,130118
2017,Vila Mariana,Vila Mariana,130028
2018,Vila Mariana,Vila Mariana,129950
2019,Vila Mariana,Vila Mariana,129879
2020,Vila Mariana,Vila Mariana,129597
2021,Vila Mariana,Vila Mariana,129186
2022,Vila Mariana,Vila Mariana,128746
2023,Vila Mariana,Vila Mariana,128418
2024,Vila Mariana,Vila Mariana,127995
2000,Penha,Vila Matilde,103007
2001,Penha,Vila Matilde,103324
2002,Penha,Vila Matilde,103580
2003,Penha,Vila Matilde,103803
2004,Penha,Vila Matilde,104028
2005,Penha,Vila Matilde,104222
2006,Penha,Vila Matilde,104396
2007,Penha,Vila Matilde,104528
2008,Penha,Vila Matilde,104645
2009,Penha,Vila Matilde,104778
2010,Penha,Vila Matilde,104931
2011,Penha,Vila Matilde,104972
2012,Penha,Vila Matilde,105023
2013,Penha,Vila Matilde,105113
2014,Penha,Vila Matilde,105239
2015,Penha,Vila Matilde,105417
2016,Penha,Vila Matilde,105511
2017,Penha,Vila Matilde,105604
2018,Penha,Vila Matilde,105667
2019,Penha,Vila Matilde,105628
2020,Penha,Vila Matilde,105373
2021,Penha,Vila Matilde,104739
2022,Penha,Vila Matilde,104088
2023,Penha,Vila Matilde,103610
2024,Penha,Vila Matilde,103089
2000,Vila Maria/Vila Guilherme,Vila Medeiros,140725
2001,Vila Maria/Vila Guilherme,Vila Medeiros,139866
2002,Vila Maria/Vila Guilherme,Vila Medeiros,138844
2003,Vila Maria/Vila Guilherme,Vila Medeiros,137770
2004,Vila Maria/Vila Guilherme,Vila Medeiros,136697
2005,Vila Maria/Vila Guilherme,Vila Medeiros,135595
2006,Vila Maria/Vila Guilherme,Vila Medeiros,134456
2007,Vila Maria/Vila Guilherme,Vila Medeiros,133262
2008,Vila Maria/Vila Guilherme,Vila Medeiros,132044
2009,Vila Maria/Vila Guilherme,Vila Medeiros,130844
2010,Vila Maria/Vila Guilherme,Vila Medeiros,130005
2011,Vila Maria/Vila Guilherme,Vila Medeiros,129038
2012,Vila Maria/Vila Guilherme,Vila Medeiros,128061
2013,Vila Maria/Vila Guilherme,Vila Medeiros,126977
2014,Vila Maria/Vila Guilherme,Vila Medeiros,125825
2015,Vila Maria/Vila Guilherme,Vila Medeiros,124741
2016,Vila Maria/Vila Guilherme,Vila Medeiros,123677
2017,Vila Maria/Vila Guilherme,Vila Medeiros,122549
2018,Vila Maria/Vila Guilherme,Vila Medeiros,121373
2019,Vila Maria/Vila Guilherme,Vila Medeiros,120154
2020,Vila Maria/Vila Guilherme,Vila Medeiros,118765
2021,Vila Maria/Vila Guilherme,Vila Medeiros,117074
2022,Vila Maria/Vila Guilherme,Vila Medeiros,115273
2023,Vila Maria/Vila Guilherme,Vila Medeiros,113631
2024,Vila Maria/Vila Guilherme,Vila Medeiros,111745
2000,Vila Prudente,Vila Prudente,102227
2001,Vila Prudente,Vila Prudente,102601
2002,Vila Prudente,Vila Prudente,102887
2003,Vila Prudente,Vila Prudente,103046
2004,Vila Prudente,Vila Prudente,103180
2005,Vila Prudente,Vila Prudente,103375
2006,Vila Prudente,Vila Prudente,103578
2007,Vila Prudente,Vila Prudente,103712
2008,Vila Prudente,Vila Prudente,103833
2009,Vila Prudente,Vila Prudente,103993
2010,Vila Prudente,Vila Prudente,104225
2011,Vila Prudente,Vila Prudente,104479
2012,Vila Prudente,Vila Prudente,104725
2013,Vila Prudente,Vila Prudente,104965
2014,Vila Prudente,Vila Prudente,105241
2015,Vila Prudente,Vila Prudente,105621
2016,Vila Prudente,Vila Prudente,105962
2017,Vila Prudente,Vila Prudente,106275
2018,Vila Prudente,Vila Prudente,106519
2019,Vila Prudente,Vila Prudente,106637
2020,Vila Prudente,Vila Prudente,106664
2021,Vila Prudente,Vila Prudente,106520
2022,Vila Prudente,Vila Prudente,106347
2023,Vila Prudente,Vila Prudente,106313
2024,Vila Prudente,Vila Prudente,106187
2000,Butantã,Vila Sônia,87354
2001,Butantã,Vila Sônia,89588
2002,Butantã,Vila Sônia,91743
2003,Butantã,Vila Sônia,93879
2004,Butantã,Vila Sônia,96016
2005,Butantã,Vila Sônia,98120
2006,Butantã,Vila Sônia,100215
2007,Butantã,Vila Sônia,102279
2008,Butantã,Vila Sônia,104300
2009,Butantã,Vila Sônia,106365
2010,Butantã,Vila Sônia,108247
2011,Butantã,Vila Sônia,109810
2012,Butantã,Vila Sônia,111309
2013,Butantã,Vila Sônia,112773
2014,Butantã,Vila Sônia,114237
2015,Butantã,Vila Sônia,115696
2016,Butantã,Vila Sônia,117065
2017,Butantã,Vila Sônia,118348
2018,Butantã,Vila Sônia,119620
2019,Butantã,Vila Sônia,120863
2020,Butantã,Vila Sônia,121973
2021,Butantã,Vila Sônia,122868
2022,Butantã,Vila Sônia,123701
2023,Butantã,Vila Sônia,124605
2024,Butantã,Vila Sônia,125416
